UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result,SelectionTime
1,2025-10-16 16:48:44.485,SSVEP_Task1,1,1,30,4,False,3
1,2025-10-16 16:48:52.900,SSVEP_Task1,1,2,30,4,False,3
1,2025-10-16 16:49:01.351,SSVEP_Task1,1,3,30,4,False,3
1,2025-10-16 16:49:09.517,SSVEP_Task1,1,4,30,4,False,3
1,2025-10-16 16:49:18.067,SSVEP_Task1,1,5,30,4,False,3
1,2025-10-16 16:49:26.451,SSVEP_Task1,1,6,30,4,False,3
1,2025-10-16 16:49:35.219,SSVEP_Task1,1,7,30,4,False,3
1,2025-10-16 16:49:43.754,SSVEP_Task1,1,8,30,4,False,3
1,2025-10-16 16:49:51.873,SSVEP_Task1,1,9,30,4,False,3
1,2025-10-16 16:49:59.291,SSVEP_Task1,1,10,30,4,False,3
1,2025-10-16 16:50:06.709,SSVEP_Task1,1,11,30,4,True,3
1,2025-10-16 16:50:18.195,SSVEP_Task1,2,1,30,4,False,3
1,2025-10-16 16:50:25.580,SSVEP_Task1,2,2,30,4,False,3
1,2025-10-16 16:50:32.962,SSVEP_Task1,2,3,30,4,False,3
1,2025-10-16 16:50:40.377,SSVEP_Task1,2,4,30,4,False,3
1,2025-10-16 16:50:47.792,SSVEP_Task1,2,5,30,4,False,3
1,2025-10-16 16:50:55.207,SSVEP_Task1,2,6,30,4,False,3
1,2025-10-16 16:51:02.589,SSVEP_Task1,2,7,30,4,False,3
1,2025-10-16 16:51:09.986,SSVEP_Task1,2,8,30,4,False,3
1,2025-10-16 16:51:17.385,SSVEP_Task1,2,9,30,4,False,3
1,2025-10-16 16:51:24.783,SSVEP_Task1,2,10,30,4,False,3
1,2025-10-16 16:51:32.198,SSVEP_Task1,2,11,30,4,True,3
1,2025-10-16 16:51:48.310,SSVEP_Task1,1,1,30,4,False,3
1,2025-10-16 16:51:55.742,SSVEP_Task1,1,2,30,4,False,3
1,2025-10-16 16:52:03.140,SSVEP_Task1,1,3,30,4,False,3
1,2025-10-16 16:52:10.538,SSVEP_Task1,1,4,30,4,False,3
1,2025-10-16 16:52:17.954,SSVEP_Task1,1,5,30,4,False,3
1,2025-10-16 16:52:25.369,SSVEP_Task1,1,6,30,4,False,3
1,2025-10-16 16:52:32.767,SSVEP_Task1,1,7,30,4,False,3
1,2025-10-16 16:52:40.165,SSVEP_Task1,1,8,30,4,False,3
1,2025-10-16 16:52:47.580,SSVEP_Task1,1,9,30,4,False,3
1,2025-10-16 16:52:54.961,SSVEP_Task1,1,10,30,4,False,3
1,2025-10-16 16:53:02.343,SSVEP_Task1,1,11,30,4,True,3
1,2025-10-16 16:53:55.329,SSVEP_Task1,2,1,30,4,False,3
1,2025-10-16 16:54:02.761,SSVEP_Task1,2,2,30,4,False,3
1,2025-10-16 16:54:10.175,SSVEP_Task1,2,3,30,4,False,3
1,2025-10-16 16:54:17.558,SSVEP_Task1,2,4,30,4,False,3
1,2025-10-16 16:54:24.938,SSVEP_Task1,2,5,30,4,False,3
1,2025-10-16 16:54:32.337,SSVEP_Task1,2,6,30,4,False,3
1,2025-10-16 16:54:39.735,SSVEP_Task1,2,7,30,4,False,3
1,2025-10-16 16:54:47.134,SSVEP_Task1,2,8,30,4,False,3
1,2025-10-16 16:54:54.549,SSVEP_Task1,2,9,30,4,False,3
1,2025-10-16 16:55:01.980,SSVEP_Task1,2,10,30,4,False,3
1,2025-10-16 16:55:09.362,SSVEP_Task1,2,11,30,4,True,3
1,2025-10-16 16:55:24.524,SSVEP_Task1,3,1,30,4,False,3
1,2025-10-16 16:55:31.923,SSVEP_Task1,3,2,30,4,False,3
1,2025-10-16 16:55:39.321,SSVEP_Task1,3,3,30,4,False,3
1,2025-10-16 16:55:46.702,SSVEP_Task1,3,4,30,4,False,3
1,2025-10-16 16:55:54.117,SSVEP_Task1,3,5,30,4,False,3
1,2025-10-16 16:56:01.599,SSVEP_Task1,3,6,30,4,False,3
1,2025-10-16 16:56:08.997,SSVEP_Task1,3,7,30,4,False,3
1,2025-10-16 16:56:16.412,SSVEP_Task1,3,8,30,4,False,3
1,2025-10-16 16:56:23.827,SSVEP_Task1,3,9,30,4,False,3
1,2025-10-16 16:56:31.542,SSVEP_Task1,3,10,30,4,False,3
1,2025-10-16 16:56:38.989,SSVEP_Task1,3,11,30,4,True,3
1,2025-10-16 16:57:40.241,SSVEP_Task1,4,1,30,4,False,3
1,2025-10-16 16:57:47.606,SSVEP_Task1,4,2,30,4,False,3
1,2025-10-16 16:57:55.004,SSVEP_Task1,4,3,30,4,False,3
1,2025-10-16 16:58:02.402,SSVEP_Task1,4,4,30,4,False,3
1,2025-10-16 16:58:09.802,SSVEP_Task1,4,5,30,4,False,3
1,2025-10-16 16:58:17.199,SSVEP_Task1,4,6,30,4,False,3
1,2025-10-16 16:58:24.598,SSVEP_Task1,4,7,30,4,False,3
1,2025-10-16 16:58:31.995,SSVEP_Task1,4,8,30,4,False,3
1,2025-10-16 16:58:39.410,SSVEP_Task1,4,9,30,4,False,3
1,2025-10-16 16:58:46.808,SSVEP_Task1,4,10,30,4,False,3
1,2025-10-16 16:58:54.190,SSVEP_Task1,4,11,30,4,True,3
