UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result,SelectionTime
1,2025-11-21 17:12:48.389,SSVEP_Task1,1,1,30,4,False,3
1,2025-11-21 17:13:08.422,SSVEP_Task1,1,2,30,4,True,3
1,2025-11-21 17:13:40.906,SSVEP_Task1,1,3,30,4,True,3
1,2025-11-21 17:14:27.937,SSVEP_Task1,1,4,30,4,False,3
1,2025-11-21 17:14:38.202,SSVEP_Task1,1,5,30,4,False,3
1,2025-11-21 17:14:45.900,SSVEP_Task1,1,6,30,4,False,3
1,2025-11-21 17:14:54.998,SSVEP_Task1,1,7,30,4,True,3
1,2025-11-21 17:15:05.145,SSVEP_Task1,1,8,30,4,True,3
1,2025-11-21 17:15:14.027,SSVEP_Task1,1,9,30,4,True,3
1,2025-11-21 17:15:23.207,SSVEP_Task1,1,10,30,4,True,3
1,2025-11-21 17:15:32.339,SSVEP_Task1,1,11,30,4,True,3
1,2025-11-21 17:15:43.336,SSVEP_Task1,1,1,40,4,True,3
1,2025-11-21 17:15:51.901,SSVEP_Task1,2,2,40,4,True,3
1,2025-11-21 17:16:01.032,SSVEP_Task1,2,3,40,4,True,3
1,2025-11-21 17:16:09.148,SSVEP_Task1,2,4,40,4,True,3
1,2025-11-21 17:16:20.345,SSVEP_Task1,2,5,40,4,False,3
1,2025-11-21 17:16:30.809,SSVEP_Task1,2,6,40,4,True,3
1,2025-11-21 17:16:46.922,SSVEP_Task1,2,7,40,4,True,3
1,2025-11-21 17:16:56.453,SSVEP_Task1,2,8,40,4,True,3
1,2025-11-21 17:17:08.933,SSVEP_Task1,2,9,40,4,True,3
1,2025-11-21 17:17:19.499,SSVEP_Task1,2,10,40,4,True,3
1,2025-11-21 17:17:30.196,SSVEP_Task1,2,11,40,4,True,3
