UserID,Timestamp,ExpType,BlockIndex,TargetIndex,PhaseRadius,TargetVisualAngular,Result,SelectionTime
1,2025-10-16 16:40:53.586,SSVEP_Task1,1,1,30,4,False,3
1,2025-10-16 16:41:02.502,SSVEP_Task1,1,2,30,4,False,3
1,2025-10-16 16:41:11.201,SSVEP_Task1,1,3,30,4,False,3
1,2025-10-16 16:41:19.734,SSVEP_Task1,1,4,30,4,False,3
1,2025-10-16 16:41:28.501,SSVEP_Task1,1,5,30,4,True,3
1,2025-10-16 16:41:37.667,SSVEP_Task1,1,6,30,4,False,3
1,2025-10-16 16:41:46.268,SSVEP_Task1,1,7,30,4,False,3
1,2025-10-16 16:41:54.703,SSVEP_Task1,1,8,30,4,False,3
1,2025-10-16 16:42:03.789,SSVEP_Task1,1,9,30,4,False,3
1,2025-10-16 16:42:12.507,SSVEP_Task1,1,10,30,4,False,3
1,2025-10-16 16:42:20.892,SSVEP_Task1,1,11,30,4,False,3
1,2025-10-16 16:42:48.530,SSVEP_Task1,2,1,30,4,False,3
1,2025-10-16 16:42:56.745,SSVEP_Task1,2,2,30,4,False,3
1,2025-10-16 16:43:05.059,SSVEP_Task1,2,3,30,4,False,3
1,2025-10-16 16:43:13.607,SSVEP_Task1,2,4,30,4,False,3
1,2025-10-16 16:43:22.472,SSVEP_Task1,2,5,30,4,False,3
1,2025-10-16 16:43:31.103,SSVEP_Task1,2,6,30,4,False,3
1,2025-10-16 16:43:39.685,SSVEP_Task1,2,7,30,4,False,3
1,2025-10-16 16:43:48.799,SSVEP_Task1,2,8,30,4,False,3
1,2025-10-16 16:43:57.247,SSVEP_Task1,2,9,30,4,False,3
1,2025-10-16 16:44:06.211,SSVEP_Task1,2,10,30,4,False,3
1,2025-10-16 16:44:14.760,SSVEP_Task1,2,11,30,4,False,3
1,2025-10-16 16:44:28.406,SSVEP_Task1,1,1,30,4,False,3
